filename,_epoch,train_acc,train_PGD10_acc,val_acc,val_PGD20_acc,test_acc,test_PGD200_acc,test_Auto_acc
_Net_resnet18__C_10__102_JSD_M_T_30.0_jsd_m_A_0.5_T_30.0_.pth,102,90.252273,64.146530,84.116667,49.833777,84.030000,48.615506,47.765032
_Net_resnet18__C_10__108_JSD_M2_T_30.0_jsd_m2_A_0.5_T_30.0_.pth,108,89.940909,65.804415,83.183333,50.099734,83.190000,48.467168,47.844146
_Net_resnet18__C_10__102_JSD_M_T_30.0_jsd_m_A_0.5_T_30.0_.pth,102,90.245455,64.110193,84.416667,50.066489,84.040000,48.546282,47.784810
_Net_resnet18__C_10__104_KL_2_3_TEMP_T_30.0_kl_2_3_temp_A_0.5_T_30.0_.pth,104,90.629545,65.057231,84.233333,50.748005,84.210000,48.012263,47.409019
