filename,_epoch,train_acc,train_PGD10_acc,val_acc,val_PGD20_acc,test_acc,test_PGD200_acc,test_Auto_acc
_Net_resnet18__C_10__106_CUSTOM6_A_0.1_T_30.0_KD_custom6_A_0.1_T_30.0_.pth,106,91.306818,66.751453,84.233333,50.797872,84.020000,48.744066,48.061709
_Net_resnet18__C_10__113_CUSTOM6_A_0.5_T_30.0_KD_custom6_A_0.5_T_30.0_.pth,113,91.115909,66.095113,83.866667,50.415559,84.130000,48.655063,47.883703
_Net_resnet18__C_10__175_CUSTOM6_A_0.9_T_30.0_KD_2ndRUN_custom6_A_0.9_T_30.0_.pth,175,84.850000,63.583303,80.200000,51.213431,80.540000,48.783623,47.784810
