filename,_epoch,train_acc,train_PGD10_acc,val_acc,val_PGD20_acc,test_acc,test_PGD200_acc,test_Auto_acc
_Net_resnet18__C_10__109_CUSTOM5_A_0.9_T_30.0_KD_custom5_A_0.9_T_30.0_.pth,109,84.029545,57.044876,81.100000,49.102394,81.360000,47.982595,47.250791
_Net_resnet18__C_10__164_CUSTOM3_A_0.9_T_30.0_KD_custom3_A_0.9_T_30.0_.pth,164,84.086364,64.028434,79.416667,49.900266,79.480000,48.467168,47.784810
_Net_resnet18__C_10__178_CUSTOM4_A_0.9_T_30.0_KD_custom4_A_0.9_T_30.0_.pth,178,86.740909,66.771893,80.166667,50.049867,80.630000,48.210047,47.636472
_Net_resnet18__C_10__153_CUSTOM6_A_0.9_T_30.0_KD_custom6_A_0.9_T_30.0_.pth,153,83.793182,61.777798,79.500000,51.080452,80.310000,49.367089,48.308940
_Net_resnet18__C_10__160_CUSTOM6_A_0.9_T_30.0_KD_custom6_A_0.9_T_30.0_.pth,160,84.875000,62.892896,80.083333,51.080452,80.670000,49.297864,48.012263
