filename,_epoch,train_acc,train_PGD10_acc,val_acc,val_PGD20_acc,test_acc,test_PGD200_acc,test_Auto_acc
_Net_resnet18__C_10__194_RSLAD_A_0.9_T_1.0_KD_rslad_A_0.9_T_1.0_.pth,194,92.168182,64.330487,84.866667,46.708777,84.680000,44.491693,42.622627
_Net_resnet18__C_10__109_TRADES_Y_10.0_ALP_trades_A_0.5_T_1.0_.pth,109,84.493182,63.621911,77.766667,52.892287,77.710000,51.196598,46.439873
_Net_resnet18__C_10__162_CUSTOM1_A_0.9_T_30.0_KD_custom1_A_0.9_T_30.0_.pth,162,90.265909,69.472202,81.916667,50.631649,82.410000,48.358386,47.854035
