filename,_epoch,train_acc,train_PGD10_acc,val_acc,val_PGD20_acc,test_acc,test_PGD200_acc,test_Auto_acc
_Net_resnet18__C_10__103_LG_NT_C10_ResNet_TRADES_trades_A_0.5_T_30.0_.pth,103,87.831667,63.237940,82.350000,54.835839,83.620000,56.210443,53.629351
_Net_resnet18__C_10__104_AT_TEST_AT_.pth,104,92.472727,68.327580,91.683333,64.611037,83.770000,47.636472,45.520174
_Net_resnet18__C_10__195_kl_2_3v_A_0.9_FULL_TEST_kl_2_3v_A_0.9_T_30.0_.pth,195,92.861224,73.727154,83.900000,49.609375,82.810000,49.080301,48.971519
_Net_resnet18__C_10__138_kl_2_3v_A_0.9_FULL_TrainBenignIsAdv2_kl_2_3v_A_0.9_T_30.0_.pth,138,85.842857,63.440356,79.300000,49.023438,79.050000,49.169304,48.813291
