_epoch,train_loss,valid_loss,acc,val_acc,lr,type,hard_loss,soft_loss,total_loss,alpha,temp,early_stopping,elapsed_time
1,1.688439,2.910605,0.326,0.240,0.1000,kl_2_3,"0.000, 0.000, 1.629",0.9,30.0,0,3
2,1.581619,2.723666,0.417,0.258,0.1000,kl_2_3,"0.000, 0.000, 1.553",0.9,30.0,0,7
1,1.286742,16.758580,0.464,0.016,0.1000,kl_2_3,"0.000, 0.000, 1.063",0.9,30.0,0,3
2,0.834806,23.028500,0.672,0.001,0.1000,kl_2_3,"0.000, 0.000, 0.744",0.9,30.0,1,7
