_epoch,train_loss,valid_loss,acc,val_acc,lr,type,hard_loss,soft_loss,total_loss,alpha,temp,early_stopping,elapsed_time
1,nan,nan,0.100,0.117,0.1000,kl_2_3a,,0.9,30.0,0,3
1,nan,nan,0.101,0.117,0.1000,kl_2_3a,,0.9,30.0,0,3
1,11.927579,3.496108,0.394,0.078,0.1000,kl_2_3a,,0.9,30.0,0,3
2,3.753884,3.084697,0.420,0.080,0.1000,kl_2_3a,,0.9,30.0,0,7
3,3.742570,3.380777,0.410,0.061,0.1000,kl_2_3a,,0.9,30.0,1,11
1,2.368993,2.508465,0.331,0.217,0.1000,kl_2_3a,,0.9,30.0,0,3
1,8.617924,4.252551,0.166,0.006,0.1000,kl_2_3a,,0.9,30.0,0,3
1,-3.043021,2.979069,0.334,0.238,0.1000,kl_2_3a,,0.9,30.0,0,3
2,-4.983337,2.671323,0.418,0.252,0.1000,kl_2_3a,,0.9,30.0,0,7
1,-142.098344,3.623768,0.331,0.188,0.1000,kl_2_3a,,0.9,30.0,0,3
1,-3.036067,2.835999,0.333,0.205,0.1000,kl_2_3a,,0.9,30.0,0,3
2,-5.002198,2.690536,0.429,0.244,0.1000,kl_2_3a,,0.9,30.0,0,7
3,-6.742575,2.628925,0.475,0.281,0.1000,kl_2_3a,,0.9,30.0,0,11
4,-8.325428,2.546583,0.506,0.289,0.1000,kl_2_3a,,0.9,30.0,0,15
5,-9.762049,2.458135,0.520,0.328,0.1000,kl_2_3a,,0.9,30.0,0,19
6,-11.091739,2.514148,0.535,0.309,0.1000,kl_2_3a,,0.9,30.0,1,23
7,-12.311148,2.431405,0.543,0.340,0.1000,kl_2_3a,,0.9,30.0,0,27
8,-13.444673,2.343079,0.557,0.320,0.1000,kl_2_3a,,0.9,30.0,1,31
9,-14.488495,2.208248,0.563,0.346,0.1000,kl_2_3a,,0.9,30.0,0,35
10,-15.453353,2.343736,0.568,0.346,0.1000,kl_2_3a,,0.9,30.0,0,38
11,-16.347885,2.275292,0.578,0.365,0.1000,kl_2_3a,,0.9,30.0,0,42
12,-17.172831,2.385207,0.582,0.340,0.1000,kl_2_3a,,0.9,30.0,1,46
13,-17.936375,2.150373,0.583,0.342,0.1000,kl_2_3a,,0.9,30.0,2,50
14,-18.639180,2.259970,0.586,0.375,0.1000,kl_2_3a,,0.9,30.0,0,54
15,-19.286955,2.219597,0.587,0.359,0.1000,kl_2_3a,,0.9,30.0,1,58
16,-19.900909,2.161446,0.596,0.357,0.1000,kl_2_3a,,0.9,30.0,2,62
17,-20.461540,2.218906,0.597,0.352,0.1000,kl_2_3a,,0.9,30.0,3,66
18,-20.980762,2.308345,0.597,0.367,0.1000,kl_2_3a,,0.9,30.0,4,70
19,-21.459756,2.226462,0.599,0.371,0.1000,kl_2_3a,,0.9,30.0,5,73
20,-21.902367,2.122714,0.604,0.375,0.1000,kl_2_3a,,0.9,30.0,0,77
21,-22.320137,2.157927,0.605,0.383,0.1000,kl_2_3a,,0.9,30.0,0,81
22,-22.706702,2.054679,0.610,0.365,0.1000,kl_2_3a,,0.9,30.0,1,85
23,-23.059181,2.219647,0.612,0.379,0.1000,kl_2_3a,,0.9,30.0,2,89
24,-23.387403,2.130631,0.611,0.377,0.1000,kl_2_3a,,0.9,30.0,3,93
25,-23.690513,2.176917,0.612,0.375,0.1000,kl_2_3a,,0.9,30.0,4,97
26,-23.972877,2.125304,0.616,0.389,0.1000,kl_2_3a,,0.9,30.0,0,101
27,-24.239223,2.106213,0.617,0.395,0.1000,kl_2_3a,,0.9,30.0,0,104
28,-24.483805,2.135725,0.623,0.408,0.1000,kl_2_3a,,0.9,30.0,0,108
29,-24.703103,2.088826,0.618,0.373,0.1000,kl_2_3a,,0.9,30.0,1,112
30,-24.914300,2.149736,0.621,0.398,0.1000,kl_2_3a,,0.9,30.0,2,116
31,-25.108206,2.052147,0.620,0.391,0.1000,kl_2_3a,,0.9,30.0,3,120
32,-25.289477,2.087400,0.623,0.391,0.1000,kl_2_3a,,0.9,30.0,4,124
33,-25.458723,2.100442,0.628,0.385,0.1000,kl_2_3a,,0.9,30.0,5,128
34,-25.608247,2.294629,0.627,0.400,0.1000,kl_2_3a,,0.9,30.0,6,132
35,-25.757191,2.082984,0.629,0.393,0.1000,kl_2_3a,,0.9,30.0,7,135
36,-25.891243,2.056673,0.630,0.406,0.1000,kl_2_3a,,0.9,30.0,8,139
37,-26.007107,2.263748,0.632,0.396,0.1000,kl_2_3a,,0.9,30.0,9,143
38,-26.127365,2.150736,0.631,0.383,0.1000,kl_2_3a,,0.9,30.0,10,147
39,-26.237278,2.060611,0.634,0.396,0.1000,kl_2_3a,,0.9,30.0,11,151
40,-26.336941,2.125166,0.635,0.400,0.1000,kl_2_3a,,0.9,30.0,12,155
41,-26.426885,2.015312,0.637,0.398,0.1000,kl_2_3a,,0.9,30.0,13,159
42,-26.515965,2.049975,0.636,0.412,0.1000,kl_2_3a,,0.9,30.0,0,163
43,-26.597286,1.954118,0.641,0.402,0.1000,kl_2_3a,,0.9,30.0,1,166
44,-26.677459,2.097686,0.644,0.395,0.1000,kl_2_3a,,0.9,30.0,2,170
45,-26.739918,2.164658,0.639,0.385,0.1000,kl_2_3a,,0.9,30.0,3,174
46,-26.798295,2.183209,0.639,0.389,0.1000,kl_2_3a,,0.9,30.0,4,178
47,-26.867061,2.192786,0.642,0.404,0.1000,kl_2_3a,,0.9,30.0,5,182
48,-26.920259,2.107811,0.644,0.410,0.1000,kl_2_3a,,0.9,30.0,6,186
